entry_number,entry_date,description,reference,account_number,debit,credit,line_description
JE-0130,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,2000,,30000,Accounts payable
JE-0131,2025-03-31,AP Payment - Electric - common areas March 2025,PAY-03-5040,2000,30000,,Clear AP
JE-0131,2025-03-31,AP Payment - Electric - common areas March 2025,PAY-03-5040,1000,,30000,Cash paid
JE-0132,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,5050,40000,,Water and sewer
JE-0132,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,2000,,40000,Accounts payable
JE-0133,2025-03-31,AP Payment - Water and sewer March 2025,PAY-03-5050,2000,40000,,Clear AP
JE-0133,2025-03-31,AP Payment - Water and sewer March 2025,PAY-03-5050,1000,,40000,Cash paid
JE-0134,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,5060,5000,,Gas
JE-0134,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,2000,,5000,Accounts payable
JE-0135,2025-03-31,AP Payment - Gas March 2025,PAY-03-5060,2000,5000,,Clear AP
JE-0135,2025-03-31,AP Payment - Gas March 2025,PAY-03-5060,1000,,5000,Cash paid
JE-0136,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,5070,81667,,Property insurance
JE-0136,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,2000,,81667,Accounts payable
JE-0137,2025-03-31,AP Payment - Property insurance March 2025,PAY-03-5070,2000,81667,,Clear AP
JE-0137,2025-03-31,AP Payment - Property insurance March 2025,PAY-03-5070,1000,,81667,Cash paid
JE-0138,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,5090,140000,,Real estate taxes
JE-0138,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,2000,,140000,Accounts payable
JE-0139,2025-03-31,AP Payment - Real estate taxes March 2025,PAY-03-5090,2000,140000,,Clear AP
JE-0139,2025-03-31,AP Payment - Real estate taxes March 2025,PAY-03-5090,1000,,140000,Cash paid
JE-0140,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,5110,35000,,Security services
JE-0140,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,2000,,35000,Accounts payable
JE-0141,2025-03-31,AP Payment - Security services March 2025,PAY-03-5110,2000,35000,,Clear AP
JE-0141,2025-03-31,AP Payment - Security services March 2025,PAY-03-5110,1000,,35000,Cash paid
JE-0142,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,5120,15000,,Elevator maintenance
JE-0142,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,2000,,15000,Accounts payable
JE-0143,2025-03-31,AP Payment - Elevator maintenance March 2025,PAY-03-5120,2000,15000,,Clear AP
JE-0143,2025-03-31,AP Payment - Elevator maintenance March 2025,PAY-03-5120,1000,,15000,Cash paid
JE-0144,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,5130,12500,,HVAC maintenance
JE-0144,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,2000,,12500,Accounts payable
JE-0145,2025-03-31,AP Payment - HVAC maintenance March 2025,PAY-03-5130,2000,12500,,Clear AP
JE-0145,2025-03-31,AP Payment - HVAC maintenance March 2025,PAY-03-5130,1000,,12500,Cash paid
JE-0146,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,5140,6000,,Pest control
JE-0146,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,2000,,6000,Accounts payable
JE-0147,2025-03-31,AP Payment - Pest control March 2025,PAY-03-5140,2000,6000,,Clear AP
JE-0147,2025-03-31,AP Payment - Pest control March 2025,PAY-03-5140,1000,,6000,Cash paid
JE-0148,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,5150,10000,,Pool and amenity maintenance
JE-0148,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,2000,,10000,Accounts payable
JE-0149,2025-03-31,AP Payment - Pool and amenity maintenance March 2025,PAY-03-5150,2000,10000,,Clear AP
JE-0149,2025-03-31,AP Payment - Pool and amenity maintenance March 2025,PAY-03-5150,1000,,10000,Cash paid
JE-0150,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,5160,7000,,Trash and recycling
JE-0150,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,2000,,7000,Accounts payable
JE-0151,2025-03-31,AP Payment - Trash and recycling March 2025,PAY-03-5160,2000,7000,,Clear AP
JE-0151,2025-03-31,AP Payment - Trash and recycling March 2025,PAY-03-5160,1000,,7000,Cash paid
JE-0152,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,5170,5000,,Administrative and office
JE-0152,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,2000,,5000,Accounts payable
JE-0153,2025-03-31,AP Payment - Administrative and office March 2025,PAY-03-5170,2000,5000,,Clear AP
JE-0153,2025-03-31,AP Payment - Administrative and office March 2025,PAY-03-5170,1000,,5000,Cash paid
JE-0154,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,5180,7500,,Legal and professional
JE-0154,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,2000,,7500,Accounts payable
JE-0155,2025-03-31,AP Payment - Legal and professional March 2025,PAY-03-5180,2000,7500,,Clear AP
JE-0155,2025-03-31,AP Payment - Legal and professional March 2025,PAY-03-5180,1000,,7500,Cash paid
JE-0156,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,5190,10000,,Marketing and advertising
JE-0156,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,2000,,10000,Accounts payable
JE-0157,2025-03-31,AP Payment - Marketing and advertising March 2025,PAY-03-5190,2000,10000,,Clear AP
JE-0157,2025-03-31,AP Payment - Marketing and advertising March 2025,PAY-03-5190,1000,,10000,Cash paid
JE-0158,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,5200,7917,,Leasing commissions
JE-0158,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,2000,,7917,Accounts payable
JE-0159,2025-03-31,AP Payment - Leasing commissions March 2025,PAY-03-5200,2000,7917,,Clear AP
JE-0159,2025-03-31,AP Payment - Leasing commissions March 2025,PAY-03-5200,1000,,7917,Cash paid
JE-0160,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,5220,5667,,Bad debt expense
JE-0160,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,2000,,5667,Accounts payable
JE-0161,2025-03-31,AP Payment - Bad debt expense March 2025,PAY-03-5220,2000,5667,,Clear AP
JE-0161,2025-03-31,AP Payment - Bad debt expense March 2025,PAY-03-5220,1000,,5667,Cash paid
JE-0162,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,5230,20000,,Capital reserve contribution
JE-0162,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,2000,,20000,Accounts payable
JE-0163,2025-03-31,AP Payment - Capital reserve contribution March 2025,PAY-03-5230,2000,20000,,Clear AP
JE-0163,2025-03-31,AP Payment - Capital reserve contribution March 2025,PAY-03-5230,1000,,20000,Cash paid
JE-0164,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,5240,65000,,Payroll - on-site staff
JE-0164,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,2000,,65000,Accounts payable
JE-0165,2025-03-31,AP Payment - Payroll - on-site staff March 2025,PAY-03-5240,2000,65000,,Clear AP
JE-0165,2025-03-31,AP Payment - Payroll - on-site staff March 2025,PAY-03-5240,1000,,65000,Cash paid
JE-0166,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,5250,13000,,Payroll taxes and benefits
JE-0166,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,2000,,13000,Accounts payable
JE-0167,2025-03-31,AP Payment - Payroll taxes and benefits March 2025,PAY-03-5250,2000,13000,,Clear AP
JE-0167,2025-03-31,AP Payment - Payroll taxes and benefits March 2025,PAY-03-5250,1000,,13000,Cash paid
JE-0168,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,5260,2000,,Telephone and internet
JE-0168,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,2000,,2000,Accounts payable
JE-0169,2025-03-31,AP Payment - Telephone and internet March 2025,PAY-03-5260,2000,2000,,Clear AP
JE-0169,2025-03-31,AP Payment - Telephone and internet March 2025,PAY-03-5260,1000,,2000,Cash paid
JE-0170,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,5270,3000,,Software and technology
JE-0170,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,2000,,3000,Accounts payable
JE-0171,2025-03-31,AP Payment - Software and technology March 2025,PAY-03-5270,2000,3000,,Clear AP
JE-0171,2025-03-31,AP Payment - Software and technology March 2025,PAY-03-5270,1000,,3000,Cash paid
JE-0172,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,5280,1500,,Licenses and permits
JE-0172,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,2000,,1500,Accounts payable
JE-0173,2025-03-31,AP Payment - Licenses and permits March 2025,PAY-03-5280,2000,1500,,Clear AP
JE-0173,2025-03-31,AP Payment - Licenses and permits March 2025,PAY-03-5280,1000,,1500,Cash paid
JE-0174,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,5290,1250,,Bank charges and fees
JE-0174,2025-03-31,Operating Expenses - March 2025,OPEX-03-2025,2000,,1250,Accounts payable
JE-0175,2025-03-31,AP Payment - Bank charges and fees March 2025,PAY-03-5290,2000,1250,,Clear AP
JE-0175,2025-03-31,AP Payment - Bank charges and fees March 2025,PAY-03-5290,1000,,1250,Cash paid
JE-0176,2025-03-31,Mortgage Interest - March 2025,MTG-03-2025,7000,320833,,Mortgage interest expense
JE-0176,2025-03-31,Mortgage Interest - March 2025,MTG-03-2025,1000,,320833,Cash paid to BankUnited
JE-0177,2025-03-31,Mortgage Principal - March 2025,PRIN-03-2025,2200,41667,,Mortgage principal reduction
JE-0177,2025-03-31,Mortgage Principal - March 2025,PRIN-03-2025,1000,,41667,Cash paid to BankUnited
JE-0178,2025-04-30,Rental Income - April 2025,RENT-04-2025,1010,1897200,,Accounts receivable - tenant rent
JE-0178,2025-04-30,Rental Income - April 2025,RENT-04-2025,4000,,1897200,Residential rental income
JE-0179,2025-04-30,Rent Cash Receipt - April 2025,CASH-04-2025,1000,1897200,,Cash received for rent
JE-0179,2025-04-30,Rent Cash Receipt - April 2025,CASH-04-2025,1010,,1897200,Clear accounts receivable
JE-0180,2025-04-30,Other Income - April 2025,OTH-04-2025,1000,91250,,Parking pet laundry util reimbursement cash
JE-0180,2025-04-30,Other Income - April 2025,OTH-04-2025,4010,,60000,Parking income
JE-0180,2025-04-30,Other Income - April 2025,OTH-04-2025,4020,,11250,Pet fee income
JE-0180,2025-04-30,Other Income - April 2025,OTH-04-2025,4030,,5000,Laundry and vending
JE-0180,2025-04-30,Other Income - April 2025,OTH-04-2025,4090,,15000,Utility reimbursement
JE-0181,2025-04-30,Late Fees - April 2025,LF-04-2025,1000,3750,,Late fee cash collected
JE-0181,2025-04-30,Late Fees - April 2025,LF-04-2025,4040,,3750,Late fee income
JE-0182,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,5000,100035,,Property management fee
JE-0182,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,2000,,100035,Accounts payable
JE-0183,2025-04-30,AP Payment - Property management fee April 2025,PAY-04-5000,2000,100035,,Clear AP
JE-0183,2025-04-30,AP Payment - Property management fee April 2025,PAY-04-5000,1000,,100035,Cash paid
JE-0184,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,5010,75000,,Repairs and maintenance
JE-0184,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,2000,,75000,Accounts payable
JE-0185,2025-04-30,AP Payment - Repairs and maintenance April 2025,PAY-04-5010,2000,75000,,Clear AP
JE-0185,2025-04-30,AP Payment - Repairs and maintenance April 2025,PAY-04-5010,1000,,75000,Cash paid
JE-0186,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,5020,15000,,Landscaping and grounds
JE-0186,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,2000,,15000,Accounts payable
JE-0187,2025-04-30,AP Payment - Landscaping and grounds April 2025,PAY-04-5020,2000,15000,,Clear AP
JE-0187,2025-04-30,AP Payment - Landscaping and grounds April 2025,PAY-04-5020,1000,,15000,Cash paid
JE-0188,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,5030,20000,,Cleaning and janitorial
JE-0188,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,2000,,20000,Accounts payable
JE-0189,2025-04-30,AP Payment - Cleaning and janitorial April 2025,PAY-04-5030,2000,20000,,Clear AP
JE-0189,2025-04-30,AP Payment - Cleaning and janitorial April 2025,PAY-04-5030,1000,,20000,Cash paid
JE-0190,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,5040,30000,,Electric - common areas
JE-0190,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,2000,,30000,Accounts payable
JE-0191,2025-04-30,AP Payment - Electric - common areas April 2025,PAY-04-5040,2000,30000,,Clear AP
JE-0191,2025-04-30,AP Payment - Electric - common areas April 2025,PAY-04-5040,1000,,30000,Cash paid
JE-0192,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,5050,40000,,Water and sewer
JE-0192,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,2000,,40000,Accounts payable
JE-0193,2025-04-30,AP Payment - Water and sewer April 2025,PAY-04-5050,2000,40000,,Clear AP
JE-0193,2025-04-30,AP Payment - Water and sewer April 2025,PAY-04-5050,1000,,40000,Cash paid
JE-0194,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,5060,5000,,Gas
JE-0194,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,2000,,5000,Accounts payable
JE-0195,2025-04-30,AP Payment - Gas April 2025,PAY-04-5060,2000,5000,,Clear AP
JE-0195,2025-04-30,AP Payment - Gas April 2025,PAY-04-5060,1000,,5000,Cash paid
JE-0196,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,5070,81667,,Property insurance
JE-0196,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,2000,,81667,Accounts payable
JE-0197,2025-04-30,AP Payment - Property insurance April 2025,PAY-04-5070,2000,81667,,Clear AP
JE-0197,2025-04-30,AP Payment - Property insurance April 2025,PAY-04-5070,1000,,81667,Cash paid
JE-0198,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,5090,140000,,Real estate taxes
JE-0198,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,2000,,140000,Accounts payable
JE-0199,2025-04-30,AP Payment - Real estate taxes April 2025,PAY-04-5090,2000,140000,,Clear AP
JE-0199,2025-04-30,AP Payment - Real estate taxes April 2025,PAY-04-5090,1000,,140000,Cash paid
JE-0200,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,5110,35000,,Security services
JE-0200,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,2000,,35000,Accounts payable
JE-0201,2025-04-30,AP Payment - Security services April 2025,PAY-04-5110,2000,35000,,Clear AP
JE-0201,2025-04-30,AP Payment - Security services April 2025,PAY-04-5110,1000,,35000,Cash paid
JE-0202,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,5120,15000,,Elevator maintenance
JE-0202,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,2000,,15000,Accounts payable
JE-0203,2025-04-30,AP Payment - Elevator maintenance April 2025,PAY-04-5120,2000,15000,,Clear AP
JE-0203,2025-04-30,AP Payment - Elevator maintenance April 2025,PAY-04-5120,1000,,15000,Cash paid
JE-0204,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,5130,12500,,HVAC maintenance
JE-0204,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,2000,,12500,Accounts payable
JE-0205,2025-04-30,AP Payment - HVAC maintenance April 2025,PAY-04-5130,2000,12500,,Clear AP
JE-0205,2025-04-30,AP Payment - HVAC maintenance April 2025,PAY-04-5130,1000,,12500,Cash paid
JE-0206,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,5140,6000,,Pest control
JE-0206,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,2000,,6000,Accounts payable
JE-0207,2025-04-30,AP Payment - Pest control April 2025,PAY-04-5140,2000,6000,,Clear AP
JE-0207,2025-04-30,AP Payment - Pest control April 2025,PAY-04-5140,1000,,6000,Cash paid
JE-0208,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,5150,10000,,Pool and amenity maintenance
JE-0208,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,2000,,10000,Accounts payable
JE-0209,2025-04-30,AP Payment - Pool and amenity maintenance April 2025,PAY-04-5150,2000,10000,,Clear AP
JE-0209,2025-04-30,AP Payment - Pool and amenity maintenance April 2025,PAY-04-5150,1000,,10000,Cash paid
JE-0210,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,5160,7000,,Trash and recycling
JE-0210,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,2000,,7000,Accounts payable
JE-0211,2025-04-30,AP Payment - Trash and recycling April 2025,PAY-04-5160,2000,7000,,Clear AP
JE-0211,2025-04-30,AP Payment - Trash and recycling April 2025,PAY-04-5160,1000,,7000,Cash paid
JE-0212,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,5170,5000,,Administrative and office
JE-0212,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,2000,,5000,Accounts payable
JE-0213,2025-04-30,AP Payment - Administrative and office April 2025,PAY-04-5170,2000,5000,,Clear AP
JE-0213,2025-04-30,AP Payment - Administrative and office April 2025,PAY-04-5170,1000,,5000,Cash paid
JE-0214,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,5180,7500,,Legal and professional
JE-0214,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,2000,,7500,Accounts payable
JE-0215,2025-04-30,AP Payment - Legal and professional April 2025,PAY-04-5180,2000,7500,,Clear AP
JE-0215,2025-04-30,AP Payment - Legal and professional April 2025,PAY-04-5180,1000,,7500,Cash paid
JE-0216,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,5190,10000,,Marketing and advertising
JE-0216,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,2000,,10000,Accounts payable
JE-0217,2025-04-30,AP Payment - Marketing and advertising April 2025,PAY-04-5190,2000,10000,,Clear AP
JE-0217,2025-04-30,AP Payment - Marketing and advertising April 2025,PAY-04-5190,1000,,10000,Cash paid
JE-0218,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,5200,7917,,Leasing commissions
JE-0218,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,2000,,7917,Accounts payable
JE-0219,2025-04-30,AP Payment - Leasing commissions April 2025,PAY-04-5200,2000,7917,,Clear AP
JE-0219,2025-04-30,AP Payment - Leasing commissions April 2025,PAY-04-5200,1000,,7917,Cash paid
JE-0220,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,5220,5667,,Bad debt expense
JE-0220,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,2000,,5667,Accounts payable
JE-0221,2025-04-30,AP Payment - Bad debt expense April 2025,PAY-04-5220,2000,5667,,Clear AP
JE-0221,2025-04-30,AP Payment - Bad debt expense April 2025,PAY-04-5220,1000,,5667,Cash paid
JE-0222,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,5230,20000,,Capital reserve contribution
JE-0222,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,2000,,20000,Accounts payable
JE-0223,2025-04-30,AP Payment - Capital reserve contribution April 2025,PAY-04-5230,2000,20000,,Clear AP
JE-0223,2025-04-30,AP Payment - Capital reserve contribution April 2025,PAY-04-5230,1000,,20000,Cash paid
JE-0224,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,5240,65000,,Payroll - on-site staff
JE-0224,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,2000,,65000,Accounts payable
JE-0225,2025-04-30,AP Payment - Payroll - on-site staff April 2025,PAY-04-5240,2000,65000,,Clear AP
JE-0225,2025-04-30,AP Payment - Payroll - on-site staff April 2025,PAY-04-5240,1000,,65000,Cash paid
JE-0226,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,5250,13000,,Payroll taxes and benefits
JE-0226,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,2000,,13000,Accounts payable
JE-0227,2025-04-30,AP Payment - Payroll taxes and benefits April 2025,PAY-04-5250,2000,13000,,Clear AP
JE-0227,2025-04-30,AP Payment - Payroll taxes and benefits April 2025,PAY-04-5250,1000,,13000,Cash paid
JE-0228,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,5260,2000,,Telephone and internet
JE-0228,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,2000,,2000,Accounts payable
JE-0229,2025-04-30,AP Payment - Telephone and internet April 2025,PAY-04-5260,2000,2000,,Clear AP
JE-0229,2025-04-30,AP Payment - Telephone and internet April 2025,PAY-04-5260,1000,,2000,Cash paid
JE-0230,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,5270,3000,,Software and technology
JE-0230,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,2000,,3000,Accounts payable
JE-0231,2025-04-30,AP Payment - Software and technology April 2025,PAY-04-5270,2000,3000,,Clear AP
JE-0231,2025-04-30,AP Payment - Software and technology April 2025,PAY-04-5270,1000,,3000,Cash paid
JE-0232,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,5280,1500,,Licenses and permits
JE-0232,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,2000,,1500,Accounts payable
JE-0233,2025-04-30,AP Payment - Licenses and permits April 2025,PAY-04-5280,2000,1500,,Clear AP
JE-0233,2025-04-30,AP Payment - Licenses and permits April 2025,PAY-04-5280,1000,,1500,Cash paid
JE-0234,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,5290,1250,,Bank charges and fees
JE-0234,2025-04-30,Operating Expenses - April 2025,OPEX-04-2025,2000,,1250,Accounts payable
JE-0235,2025-04-30,AP Payment - Bank charges and fees April 2025,PAY-04-5290,2000,1250,,Clear AP
JE-0235,2025-04-30,AP Payment - Bank charges and fees April 2025,PAY-04-5290,1000,,1250,Cash paid
JE-0236,2025-04-30,Mortgage Interest - April 2025,MTG-04-2025,7000,320833,,Mortgage interest expense
JE-0236,2025-04-30,Mortgage Interest - April 2025,MTG-04-2025,1000,,320833,Cash paid to BankUnited
JE-0237,2025-04-30,Mortgage Principal - April 2025,PRIN-04-2025,2200,41667,,Mortgage principal reduction
JE-0237,2025-04-30,Mortgage Principal - April 2025,PRIN-04-2025,1000,,41667,Cash paid to BankUnited
JE-0238,2025-05-31,Rental Income - May 2025,RENT-05-2025,1010,1897200,,Accounts receivable - tenant rent
JE-0238,2025-05-31,Rental Income - May 2025,RENT-05-2025,4000,,1897200,Residential rental income
JE-0239,2025-05-31,Rent Cash Receipt - May 2025,CASH-05-2025,1000,1897200,,Cash received for rent
JE-0239,2025-05-31,Rent Cash Receipt - May 2025,CASH-05-2025,1010,,1897200,Clear accounts receivable
JE-0240,2025-05-31,Other Income - May 2025,OTH-05-2025,1000,91250,,Parking pet laundry util reimbursement cash
JE-0240,2025-05-31,Other Income - May 2025,OTH-05-2025,4010,,60000,Parking income
JE-0240,2025-05-31,Other Income - May 2025,OTH-05-2025,4020,,11250,Pet fee income
JE-0240,2025-05-31,Other Income - May 2025,OTH-05-2025,4030,,5000,Laundry and vending
JE-0240,2025-05-31,Other Income - May 2025,OTH-05-2025,4090,,15000,Utility reimbursement
JE-0241,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,5000,100035,,Property management fee
JE-0241,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,2000,,100035,Accounts payable
JE-0242,2025-05-31,AP Payment - Property management fee May 2025,PAY-05-5000,2000,100035,,Clear AP
JE-0242,2025-05-31,AP Payment - Property management fee May 2025,PAY-05-5000,1000,,100035,Cash paid
JE-0243,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,5010,75000,,Repairs and maintenance
JE-0243,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,2000,,75000,Accounts payable
JE-0244,2025-05-31,AP Payment - Repairs and maintenance May 2025,PAY-05-5010,2000,75000,,Clear AP
JE-0244,2025-05-31,AP Payment - Repairs and maintenance May 2025,PAY-05-5010,1000,,75000,Cash paid
JE-0245,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,5020,15000,,Landscaping and grounds
JE-0245,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,2000,,15000,Accounts payable
JE-0246,2025-05-31,AP Payment - Landscaping and grounds May 2025,PAY-05-5020,2000,15000,,Clear AP
JE-0246,2025-05-31,AP Payment - Landscaping and grounds May 2025,PAY-05-5020,1000,,15000,Cash paid
JE-0247,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,5030,20000,,Cleaning and janitorial
JE-0247,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,2000,,20000,Accounts payable
JE-0248,2025-05-31,AP Payment - Cleaning and janitorial May 2025,PAY-05-5030,2000,20000,,Clear AP
JE-0248,2025-05-31,AP Payment - Cleaning and janitorial May 2025,PAY-05-5030,1000,,20000,Cash paid
JE-0249,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,5040,30000,,Electric - common areas
JE-0249,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,2000,,30000,Accounts payable
JE-0250,2025-05-31,AP Payment - Electric - common areas May 2025,PAY-05-5040,2000,30000,,Clear AP
JE-0250,2025-05-31,AP Payment - Electric - common areas May 2025,PAY-05-5040,1000,,30000,Cash paid
JE-0251,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,5050,40000,,Water and sewer
JE-0251,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,2000,,40000,Accounts payable
JE-0252,2025-05-31,AP Payment - Water and sewer May 2025,PAY-05-5050,2000,40000,,Clear AP
JE-0252,2025-05-31,AP Payment - Water and sewer May 2025,PAY-05-5050,1000,,40000,Cash paid
JE-0253,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,5060,5000,,Gas
JE-0253,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,2000,,5000,Accounts payable
JE-0254,2025-05-31,AP Payment - Gas May 2025,PAY-05-5060,2000,5000,,Clear AP
JE-0254,2025-05-31,AP Payment - Gas May 2025,PAY-05-5060,1000,,5000,Cash paid
JE-0255,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,5070,81667,,Property insurance
JE-0255,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,2000,,81667,Accounts payable
JE-0256,2025-05-31,AP Payment - Property insurance May 2025,PAY-05-5070,2000,81667,,Clear AP
JE-0256,2025-05-31,AP Payment - Property insurance May 2025,PAY-05-5070,1000,,81667,Cash paid
JE-0257,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,5090,140000,,Real estate taxes
JE-0257,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,2000,,140000,Accounts payable
JE-0258,2025-05-31,AP Payment - Real estate taxes May 2025,PAY-05-5090,2000,140000,,Clear AP
JE-0258,2025-05-31,AP Payment - Real estate taxes May 2025,PAY-05-5090,1000,,140000,Cash paid
JE-0259,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,5110,35000,,Security services
JE-0259,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,2000,,35000,Accounts payable
JE-0260,2025-05-31,AP Payment - Security services May 2025,PAY-05-5110,2000,35000,,Clear AP
JE-0260,2025-05-31,AP Payment - Security services May 2025,PAY-05-5110,1000,,35000,Cash paid
JE-0261,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,5120,15000,,Elevator maintenance
JE-0261,2025-05-31,Operating Expenses - May 2025,OPEX-05-2025,2000,,15000,Accounts payable
JE-0262,2025-05-31,AP Payment - Elevator maintenance May 2025,PAY-05-5120,2000,15000,,Clear AP
