entry_number,entry_date,description,reference,account_number,debit,credit,line_description
JE-0076,2025-06-30,Revenue Recognition June 2025 - Coral Gables Athlete Village,REV-2025-06,1010,1200000.00,,Accounts receivable billed to UM
JE-0076,2025-06-30,Revenue Recognition June 2025 - Coral Gables Athlete Village,REV-2025-06,4020,,1200000.00,Contract revenue - Coral Gables Athlete Village
JE-0077,2025-06-30,Retainage Withheld June 2025 - Coral Gables Athlete Village,RET-2025-06,1020,60000.00,,Retainage receivable 5%
JE-0077,2025-06-30,Retainage Withheld June 2025 - Coral Gables Athlete Village,RET-2025-06,1010,,60000.00,Reduce AR for retainage
JE-0078,2025-06-30,Revenue Recognition June 2025 - Hurricane Athletic Administration Tower,REV-2025-06,1010,700000.00,,Accounts receivable billed to UM
JE-0078,2025-06-30,Revenue Recognition June 2025 - Hurricane Athletic Administration Tower,REV-2025-06,4030,,700000.00,Contract revenue - Hurricane Athletic Administration Tower
JE-0079,2025-06-30,Retainage Withheld June 2025 - Hurricane Athletic Administration Tower,RET-2025-06,1020,35000.00,,Retainage receivable 5%
JE-0079,2025-06-30,Retainage Withheld June 2025 - Hurricane Athletic Administration Tower,RET-2025-06,1010,,35000.00,Reduce AR for retainage
JE-0080,2025-06-30,Revenue Recognition June 2025 - Stadium District Site & Infrastructure,REV-2025-06,1010,2500000.00,,Accounts receivable billed to UM
JE-0080,2025-06-30,Revenue Recognition June 2025 - Stadium District Site & Infrastructure,REV-2025-06,4040,,2500000.00,Contract revenue - Stadium District Site & Infrastructure
JE-0081,2025-06-30,Retainage Withheld June 2025 - Stadium District Site & Infrastructure,RET-2025-06,1020,125000.00,,Retainage receivable 5%
JE-0081,2025-06-30,Retainage Withheld June 2025 - Stadium District Site & Infrastructure,RET-2025-06,1010,,125000.00,Reduce AR for retainage
JE-0082,2025-06-30,Cash Receipt June 2025 - UM Progress Payments,CASH-2025-06,1000,25006559.63,,Cash received from UM
JE-0082,2025-06-30,Cash Receipt June 2025 - UM Progress Payments,CASH-2025-06,1010,,25006559.63,Clear accounts receivable
JE-0083,2025-06-30,Construction Costs June 2025 - All Projects,COST-2025-06,5000,15613159.16,,Direct cost 5000
JE-0083,2025-06-30,Construction Costs June 2025 - All Projects,COST-2025-06,5010,1734523.89,,Direct cost 5010
JE-0083,2025-06-30,Construction Costs June 2025 - All Projects,COST-2025-06,5120,1517810.24,,Direct cost 5120
JE-0083,2025-06-30,Construction Costs June 2025 - All Projects,COST-2025-06,5130,1084382.95,,Direct cost 5130
JE-0083,2025-06-30,Construction Costs June 2025 - All Projects,COST-2025-06,5200,867669.30,,Direct cost 5200
JE-0083,2025-06-30,Construction Costs June 2025 - All Projects,COST-2025-06,5230,303073.22,,Direct cost 5230
JE-0083,2025-06-30,Construction Costs June 2025 - All Projects,COST-2025-06,5300,434242.01,,Direct cost 5300
JE-0083,2025-06-30,Construction Costs June 2025 - All Projects,COST-2025-06,2000,,20477117.73,Accounts payable net of retainage
JE-0083,2025-06-30,Construction Costs June 2025 - All Projects,COST-2025-06,2010,,1077743.04,Retainage payable to subs
JE-0084,2025-06-30,Subcontractor & Vendor Payments June 2025,PAY-2025-06,2000,23342548.08,,Pay subcontractors and vendors
JE-0084,2025-06-30,Subcontractor & Vendor Payments June 2025,PAY-2025-06,1000,,23342548.08,Cash paid
JE-0085,2025-06-30,Overhead & Indirect Costs June 2025,OH-2025-06,5310,436333.33,,Overhead 5310
JE-0085,2025-06-30,Overhead & Indirect Costs June 2025,OH-2025-06,5320,193916.67,,Overhead 5320
JE-0085,2025-06-30,Overhead & Indirect Costs June 2025,OH-2025-06,5330,145416.67,,Overhead 5330
JE-0085,2025-06-30,Overhead & Indirect Costs June 2025,OH-2025-06,5360,266666.67,,Overhead 5360
JE-0085,2025-06-30,Overhead & Indirect Costs June 2025,OH-2025-06,5410,73000.00,,Overhead 5410
JE-0085,2025-06-30,Overhead & Indirect Costs June 2025,OH-2025-06,5420,97000.00,,Overhead 5420
JE-0085,2025-06-30,Overhead & Indirect Costs June 2025,OH-2025-06,5440,72750.00,,Overhead 5440
JE-0085,2025-06-30,Overhead & Indirect Costs June 2025,OH-2025-06,2000,,1285083.34,AP - overhead costs
JE-0086,2025-07-31,Revenue Recognition July 2025 - Hard Rock Legacy Stadium,REV-2025-07,1010,16200000.00,,Accounts receivable billed to UM
JE-0086,2025-07-31,Revenue Recognition July 2025 - Hard Rock Legacy Stadium,REV-2025-07,4000,,16200000.00,Contract revenue - Hard Rock Legacy Stadium
JE-0087,2025-07-31,Retainage Withheld July 2025 - Hard Rock Legacy Stadium,RET-2025-07,1020,810000.00,,Retainage receivable 5%
JE-0087,2025-07-31,Retainage Withheld July 2025 - Hard Rock Legacy Stadium,RET-2025-07,1010,,810000.00,Reduce AR for retainage
JE-0088,2025-07-31,Revenue Recognition July 2025 - Hurricane Football Performance Center,REV-2025-07,1010,1500000.00,,Accounts receivable billed to UM
JE-0088,2025-07-31,Revenue Recognition July 2025 - Hurricane Football Performance Center,REV-2025-07,4010,,1500000.00,Contract revenue - Hurricane Football Performance Center
JE-0089,2025-07-31,Retainage Withheld July 2025 - Hurricane Football Performance Center,RET-2025-07,1020,75000.00,,Retainage receivable 5%
JE-0089,2025-07-31,Retainage Withheld July 2025 - Hurricane Football Performance Center,RET-2025-07,1010,,75000.00,Reduce AR for retainage
JE-0090,2025-07-31,Revenue Recognition July 2025 - Coral Gables Athlete Village,REV-2025-07,1010,1100000.00,,Accounts receivable billed to UM
JE-0090,2025-07-31,Revenue Recognition July 2025 - Coral Gables Athlete Village,REV-2025-07,4020,,1100000.00,Contract revenue - Coral Gables Athlete Village
JE-0091,2025-07-31,Retainage Withheld July 2025 - Coral Gables Athlete Village,RET-2025-07,1020,55000.00,,Retainage receivable 5%
JE-0091,2025-07-31,Retainage Withheld July 2025 - Coral Gables Athlete Village,RET-2025-07,1010,,55000.00,Reduce AR for retainage
JE-0092,2025-07-31,Revenue Recognition July 2025 - Hurricane Athletic Administration Tower,REV-2025-07,1010,900000.00,,Accounts receivable billed to UM
JE-0092,2025-07-31,Revenue Recognition July 2025 - Hurricane Athletic Administration Tower,REV-2025-07,4030,,900000.00,Contract revenue - Hurricane Athletic Administration Tower
JE-0093,2025-07-31,Retainage Withheld July 2025 - Hurricane Athletic Administration Tower,RET-2025-07,1020,45000.00,,Retainage receivable 5%
JE-0093,2025-07-31,Retainage Withheld July 2025 - Hurricane Athletic Administration Tower,RET-2025-07,1010,,45000.00,Reduce AR for retainage
JE-0094,2025-07-31,Revenue Recognition July 2025 - Stadium District Site & Infrastructure,REV-2025-07,1010,2200000.00,,Accounts receivable billed to UM
JE-0094,2025-07-31,Revenue Recognition July 2025 - Stadium District Site & Infrastructure,REV-2025-07,4040,,2200000.00,Contract revenue - Stadium District Site & Infrastructure
JE-0095,2025-07-31,Retainage Withheld July 2025 - Stadium District Site & Infrastructure,RET-2025-07,1020,110000.00,,Retainage receivable 5%
JE-0095,2025-07-31,Retainage Withheld July 2025 - Stadium District Site & Infrastructure,RET-2025-07,1010,,110000.00,Reduce AR for retainage
JE-0096,2025-07-31,Cash Receipt July 2025 - UM Progress Payments,CASH-2025-07,1000,22505903.67,,Cash received from UM
JE-0096,2025-07-31,Cash Receipt July 2025 - UM Progress Payments,CASH-2025-07,1010,,22505903.67,Clear accounts receivable
JE-0097,2025-07-31,Construction Costs July 2025 - All Projects,COST-2025-07,5000,14427349.60,,Direct cost 5000
JE-0097,2025-07-31,Construction Costs July 2025 - All Projects,COST-2025-07,5010,1602787.90,,Direct cost 5010
JE-0097,2025-07-31,Construction Costs July 2025 - All Projects,COST-2025-07,5120,1402533.52,,Direct cost 5120
JE-0097,2025-07-31,Construction Costs July 2025 - All Projects,COST-2025-07,5130,1002024.75,,Direct cost 5130
JE-0097,2025-07-31,Construction Costs July 2025 - All Projects,COST-2025-07,5200,801770.37,,Direct cost 5200
JE-0097,2025-07-31,Construction Costs July 2025 - All Projects,COST-2025-07,5230,280055.00,,Direct cost 5230
JE-0097,2025-07-31,Construction Costs July 2025 - All Projects,COST-2025-07,5300,401261.60,,Direct cost 5300
JE-0097,2025-07-31,Construction Costs July 2025 - All Projects,COST-2025-07,2000,,18921893.60,Accounts payable net of retainage
JE-0097,2025-07-31,Construction Costs July 2025 - All Projects,COST-2025-07,2010,,995889.14,Retainage payable to subs
JE-0098,2025-07-31,Subcontractor & Vendor Payments July 2025,PAY-2025-07,2000,21008293.27,,Pay subcontractors and vendors
JE-0098,2025-07-31,Subcontractor & Vendor Payments July 2025,PAY-2025-07,1000,,21008293.27,Cash paid
JE-0099,2025-07-31,Overhead & Indirect Costs July 2025,OH-2025-07,5310,436333.33,,Overhead 5310
JE-0099,2025-07-31,Overhead & Indirect Costs July 2025,OH-2025-07,5320,193916.67,,Overhead 5320
JE-0099,2025-07-31,Overhead & Indirect Costs July 2025,OH-2025-07,5330,145416.67,,Overhead 5330
JE-0099,2025-07-31,Overhead & Indirect Costs July 2025,OH-2025-07,5360,266666.67,,Overhead 5360
JE-0099,2025-07-31,Overhead & Indirect Costs July 2025,OH-2025-07,5410,73000.00,,Overhead 5410
JE-0099,2025-07-31,Overhead & Indirect Costs July 2025,OH-2025-07,5420,97000.00,,Overhead 5420
JE-0099,2025-07-31,Overhead & Indirect Costs July 2025,OH-2025-07,5440,72750.00,,Overhead 5440
JE-0099,2025-07-31,Overhead & Indirect Costs July 2025,OH-2025-07,2000,,1285083.34,AP - overhead costs
JE-0100,2025-08-31,Revenue Recognition August 2025 - Hard Rock Legacy Stadium,REV-2025-08,1010,15800000.00,,Accounts receivable billed to UM
JE-0100,2025-08-31,Revenue Recognition August 2025 - Hard Rock Legacy Stadium,REV-2025-08,4000,,15800000.00,Contract revenue - Hard Rock Legacy Stadium
JE-0101,2025-08-31,Retainage Withheld August 2025 - Hard Rock Legacy Stadium,RET-2025-08,1020,790000.00,,Retainage receivable 5%
JE-0101,2025-08-31,Retainage Withheld August 2025 - Hard Rock Legacy Stadium,RET-2025-08,1010,,790000.00,Reduce AR for retainage
JE-0102,2025-08-31,Revenue Recognition August 2025 - Hurricane Football Performance Center,REV-2025-08,1010,1250000.00,,Accounts receivable billed to UM
JE-0102,2025-08-31,Revenue Recognition August 2025 - Hurricane Football Performance Center,REV-2025-08,4010,,1250000.00,Contract revenue - Hurricane Football Performance Center
JE-0103,2025-08-31,Retainage Withheld August 2025 - Hurricane Football Performance Center,RET-2025-08,1020,62500.00,,Retainage receivable 5%
JE-0103,2025-08-31,Retainage Withheld August 2025 - Hurricane Football Performance Center,RET-2025-08,1010,,62500.00,Reduce AR for retainage
JE-0104,2025-08-31,Revenue Recognition August 2025 - Coral Gables Athlete Village,REV-2025-08,1010,1000000.00,,Accounts receivable billed to UM
JE-0104,2025-08-31,Revenue Recognition August 2025 - Coral Gables Athlete Village,REV-2025-08,4020,,1000000.00,Contract revenue - Coral Gables Athlete Village
JE-0105,2025-08-31,Retainage Withheld August 2025 - Coral Gables Athlete Village,RET-2025-08,1020,50000.00,,Retainage receivable 5%
JE-0105,2025-08-31,Retainage Withheld August 2025 - Coral Gables Athlete Village,RET-2025-08,1010,,50000.00,Reduce AR for retainage
JE-0106,2025-08-31,Revenue Recognition August 2025 - Hurricane Athletic Administration Tower,REV-2025-08,1010,800000.00,,Accounts receivable billed to UM
JE-0106,2025-08-31,Revenue Recognition August 2025 - Hurricane Athletic Administration Tower,REV-2025-08,4030,,800000.00,Contract revenue - Hurricane Athletic Administration Tower
JE-0107,2025-08-31,Retainage Withheld August 2025 - Hurricane Athletic Administration Tower,RET-2025-08,1020,40000.00,,Retainage receivable 5%
JE-0107,2025-08-31,Retainage Withheld August 2025 - Hurricane Athletic Administration Tower,RET-2025-08,1010,,40000.00,Reduce AR for retainage
JE-0108,2025-08-31,Revenue Recognition August 2025 - Stadium District Site & Infrastructure,REV-2025-08,1010,1800000.00,,Accounts receivable billed to UM
JE-0108,2025-08-31,Revenue Recognition August 2025 - Stadium District Site & Infrastructure,REV-2025-08,4040,,1800000.00,Contract revenue - Stadium District Site & Infrastructure
JE-0109,2025-08-31,Retainage Withheld August 2025 - Stadium District Site & Infrastructure,RET-2025-08,1020,90000.00,,Retainage receivable 5%
JE-0109,2025-08-31,Retainage Withheld August 2025 - Stadium District Site & Infrastructure,RET-2025-08,1010,,90000.00,Reduce AR for retainage
JE-0110,2025-08-31,Cash Receipt August 2025 - UM Progress Payments,CASH-2025-08,1000,20005247.71,,Cash received from UM
JE-0110,2025-08-31,Cash Receipt August 2025 - UM Progress Payments,CASH-2025-08,1010,,20005247.71,Clear accounts receivable
JE-0111,2025-08-31,Construction Costs August 2025 - All Projects,COST-2025-08,5000,13603870.75,,Direct cost 5000
JE-0111,2025-08-31,Construction Costs August 2025 - All Projects,COST-2025-08,5010,1511304.57,,Direct cost 5010
JE-0111,2025-08-31,Construction Costs August 2025 - All Projects,COST-2025-08,5120,1322480.23,,Direct cost 5120
JE-0111,2025-08-31,Construction Costs August 2025 - All Projects,COST-2025-08,5130,944831.56,,Direct cost 5130
JE-0111,2025-08-31,Construction Costs August 2025 - All Projects,COST-2025-08,5200,756007.22,,Direct cost 5200
JE-0111,2025-08-31,Construction Costs August 2025 - All Projects,COST-2025-08,5230,264070.13,,Direct cost 5230
JE-0111,2025-08-31,Construction Costs August 2025 - All Projects,COST-2025-08,5300,378358.54,,Direct cost 5300
JE-0111,2025-08-31,Construction Costs August 2025 - All Projects,COST-2025-08,2000,,17841876.85,Accounts payable net of retainage
JE-0111,2025-08-31,Construction Costs August 2025 - All Projects,COST-2025-08,2010,,939046.15,Retainage payable to subs
JE-0112,2025-08-31,Subcontractor & Vendor Payments August 2025,PAY-2025-08,2000,21008293.27,,Pay subcontractors and vendors
JE-0112,2025-08-31,Subcontractor & Vendor Payments August 2025,PAY-2025-08,1000,,21008293.27,Cash paid
JE-0113,2025-08-31,Overhead & Indirect Costs August 2025,OH-2025-08,5310,436333.33,,Overhead 5310
JE-0113,2025-08-31,Overhead & Indirect Costs August 2025,OH-2025-08,5320,193916.67,,Overhead 5320
JE-0113,2025-08-31,Overhead & Indirect Costs August 2025,OH-2025-08,5330,145416.67,,Overhead 5330
JE-0113,2025-08-31,Overhead & Indirect Costs August 2025,OH-2025-08,5360,266666.67,,Overhead 5360
JE-0113,2025-08-31,Overhead & Indirect Costs August 2025,OH-2025-08,5410,73000.00,,Overhead 5410
JE-0113,2025-08-31,Overhead & Indirect Costs August 2025,OH-2025-08,5420,97000.00,,Overhead 5420
JE-0113,2025-08-31,Overhead & Indirect Costs August 2025,OH-2025-08,5440,72750.00,,Overhead 5440
JE-0113,2025-08-31,Overhead & Indirect Costs August 2025,OH-2025-08,2000,,1285083.34,AP - overhead costs
JE-0114,2025-09-30,Revenue Recognition September 2025 - Hard Rock Legacy Stadium,REV-2025-09,1010,16500000.00,,Accounts receivable billed to UM
JE-0114,2025-09-30,Revenue Recognition September 2025 - Hard Rock Legacy Stadium,REV-2025-09,4000,,16500000.00,Contract revenue - Hard Rock Legacy Stadium
JE-0115,2025-09-30,Retainage Withheld September 2025 - Hard Rock Legacy Stadium,RET-2025-09,1020,825000.00,,Retainage receivable 5%
JE-0115,2025-09-30,Retainage Withheld September 2025 - Hard Rock Legacy Stadium,RET-2025-09,1010,,825000.00,Reduce AR for retainage
JE-0116,2025-09-30,Revenue Recognition September 2025 - Hurricane Football Performance Center,REV-2025-09,1010,1100000.00,,Accounts receivable billed to UM
JE-0116,2025-09-30,Revenue Recognition September 2025 - Hurricane Football Performance Center,REV-2025-09,4010,,1100000.00,Contract revenue - Hurricane Football Performance Center
JE-0117,2025-09-30,Retainage Withheld September 2025 - Hurricane Football Performance Center,RET-2025-09,1020,55000.00,,Retainage receivable 5%
JE-0117,2025-09-30,Retainage Withheld September 2025 - Hurricane Football Performance Center,RET-2025-09,1010,,55000.00,Reduce AR for retainage
JE-0118,2025-09-30,Revenue Recognition September 2025 - Coral Gables Athlete Village,REV-2025-09,1010,900000.00,,Accounts receivable billed to UM
JE-0118,2025-09-30,Revenue Recognition September 2025 - Coral Gables Athlete Village,REV-2025-09,4020,,900000.00,Contract revenue - Coral Gables Athlete Village
JE-0119,2025-09-30,Retainage Withheld September 2025 - Coral Gables Athlete Village,RET-2025-09,1020,45000.00,,Retainage receivable 5%
JE-0119,2025-09-30,Retainage Withheld September 2025 - Coral Gables Athlete Village,RET-2025-09,1010,,45000.00,Reduce AR for retainage
JE-0120,2025-09-30,Revenue Recognition September 2025 - Hurricane Athletic Administration Tower,REV-2025-09,1010,700000.00,,Accounts receivable billed to UM
JE-0120,2025-09-30,Revenue Recognition September 2025 - Hurricane Athletic Administration Tower,REV-2025-09,4030,,700000.00,Contract revenue - Hurricane Athletic Administration Tower
JE-0121,2025-09-30,Retainage Withheld September 2025 - Hurricane Athletic Administration Tower,RET-2025-09,1020,35000.00,,Retainage receivable 5%
JE-0121,2025-09-30,Retainage Withheld September 2025 - Hurricane Athletic Administration Tower,RET-2025-09,1010,,35000.00,Reduce AR for retainage
JE-0122,2025-09-30,Revenue Recognition September 2025 - Stadium District Site & Infrastructure,REV-2025-09,1010,2000000.00,,Accounts receivable billed to UM
JE-0122,2025-09-30,Revenue Recognition September 2025 - Stadium District Site & Infrastructure,REV-2025-09,4040,,2000000.00,Contract revenue - Stadium District Site & Infrastructure
JE-0123,2025-09-30,Retainage Withheld September 2025 - Stadium District Site & Infrastructure,RET-2025-09,1020,100000.00,,Retainage receivable 5%
JE-0123,2025-09-30,Retainage Withheld September 2025 - Stadium District Site & Infrastructure,RET-2025-09,1010,,100000.00,Reduce AR for retainage
JE-0124,2025-09-30,Cash Receipt September 2025 - UM Progress Payments,CASH-2025-09,1000,17504591.74,,Cash received from UM
JE-0124,2025-09-30,Cash Receipt September 2025 - UM Progress Payments,CASH-2025-09,1010,,17504591.74,Clear accounts receivable
JE-0125,2025-09-30,Construction Costs September 2025 - All Projects,COST-2025-09,5000,13966201.44,,Direct cost 5000
JE-0125,2025-09-30,Construction Costs September 2025 - All Projects,COST-2025-09,5010,1551557.24,,Direct cost 5010
JE-0125,2025-09-30,Construction Costs September 2025 - All Projects,COST-2025-09,5120,1357703.68,,Direct cost 5120
JE-0125,2025-09-30,Construction Costs September 2025 - All Projects,COST-2025-09,5130,969996.56,,Direct cost 5130
JE-0125,2025-09-30,Construction Costs September 2025 - All Projects,COST-2025-09,5200,776143.00,,Direct cost 5200
JE-0125,2025-09-30,Construction Costs September 2025 - All Projects,COST-2025-09,5230,271103.47,,Direct cost 5230
JE-0125,2025-09-30,Construction Costs September 2025 - All Projects,COST-2025-09,5300,388435.89,,Direct cost 5300
JE-0125,2025-09-30,Construction Costs September 2025 - All Projects,COST-2025-09,2000,,18317084.22,Accounts payable net of retainage
JE-0125,2025-09-30,Construction Costs September 2025 - All Projects,COST-2025-09,2010,,964057.06,Retainage payable to subs
JE-0126,2025-09-30,Subcontractor & Vendor Payments September 2025,PAY-2025-09,2000,18674038.46,,Pay subcontractors and vendors
JE-0126,2025-09-30,Subcontractor & Vendor Payments September 2025,PAY-2025-09,1000,,18674038.46,Cash paid
JE-0127,2025-09-30,Overhead & Indirect Costs September 2025,OH-2025-09,5310,436333.33,,Overhead 5310
JE-0127,2025-09-30,Overhead & Indirect Costs September 2025,OH-2025-09,5320,193916.67,,Overhead 5320
JE-0127,2025-09-30,Overhead & Indirect Costs September 2025,OH-2025-09,5330,145416.67,,Overhead 5330
JE-0127,2025-09-30,Overhead & Indirect Costs September 2025,OH-2025-09,5360,266666.67,,Overhead 5360
JE-0127,2025-09-30,Overhead & Indirect Costs September 2025,OH-2025-09,5410,73000.00,,Overhead 5410
JE-0127,2025-09-30,Overhead & Indirect Costs September 2025,OH-2025-09,5420,97000.00,,Overhead 5420
JE-0127,2025-09-30,Overhead & Indirect Costs September 2025,OH-2025-09,5440,72750.00,,Overhead 5440
JE-0127,2025-09-30,Overhead & Indirect Costs September 2025,OH-2025-09,2000,,1285083.34,AP - overhead costs
JE-0128,2025-10-31,Revenue Recognition October 2025 - Hard Rock Legacy Stadium,REV-2025-10,1010,17200000.00,,Accounts receivable billed to UM
JE-0128,2025-10-31,Revenue Recognition October 2025 - Hard Rock Legacy Stadium,REV-2025-10,4000,,17200000.00,Contract revenue - Hard Rock Legacy Stadium
JE-0129,2025-10-31,Retainage Withheld October 2025 - Hard Rock Legacy Stadium,RET-2025-10,1020,860000.00,,Retainage receivable 5%
JE-0129,2025-10-31,Retainage Withheld October 2025 - Hard Rock Legacy Stadium,RET-2025-10,1010,,860000.00,Reduce AR for retainage
JE-0130,2025-10-31,Revenue Recognition October 2025 - Hurricane Football Performance Center,REV-2025-10,1010,950000.00,,Accounts receivable billed to UM
JE-0130,2025-10-31,Revenue Recognition October 2025 - Hurricane Football Performance Center,REV-2025-10,4010,,950000.00,Contract revenue - Hurricane Football Performance Center
JE-0131,2025-10-31,Retainage Withheld October 2025 - Hurricane Football Performance Center,RET-2025-10,1020,47500.00,,Retainage receivable 5%
JE-0131,2025-10-31,Retainage Withheld October 2025 - Hurricane Football Performance Center,RET-2025-10,1010,,47500.00,Reduce AR for retainage
JE-0132,2025-10-31,Revenue Recognition October 2025 - Coral Gables Athlete Village,REV-2025-10,1010,700000.00,,Accounts receivable billed to UM
JE-0132,2025-10-31,Revenue Recognition October 2025 - Coral Gables Athlete Village,REV-2025-10,4020,,700000.00,Contract revenue - Coral Gables Athlete Village
JE-0133,2025-10-31,Retainage Withheld October 2025 - Coral Gables Athlete Village,RET-2025-10,1020,35000.00,,Retainage receivable 5%
JE-0133,2025-10-31,Retainage Withheld October 2025 - Coral Gables Athlete Village,RET-2025-10,1010,,35000.00,Reduce AR for retainage
JE-0134,2025-10-31,Revenue Recognition October 2025 - Hurricane Athletic Administration Tower,REV-2025-10,1010,600000.00,,Accounts receivable billed to UM
JE-0134,2025-10-31,Revenue Recognition October 2025 - Hurricane Athletic Administration Tower,REV-2025-10,4030,,600000.00,Contract revenue - Hurricane Athletic Administration Tower
JE-0135,2025-10-31,Retainage Withheld October 2025 - Hurricane Athletic Administration Tower,RET-2025-10,1020,30000.00,,Retainage receivable 5%
JE-0135,2025-10-31,Retainage Withheld October 2025 - Hurricane Athletic Administration Tower,RET-2025-10,1010,,30000.00,Reduce AR for retainage
JE-0136,2025-10-31,Revenue Recognition October 2025 - Stadium District Site & Infrastructure,REV-2025-10,1010,1800000.00,,Accounts receivable billed to UM
JE-0136,2025-10-31,Revenue Recognition October 2025 - Stadium District Site & Infrastructure,REV-2025-10,4040,,1800000.00,Contract revenue - Stadium District Site & Infrastructure
JE-0137,2025-10-31,Retainage Withheld October 2025 - Stadium District Site & Infrastructure,RET-2025-10,1020,90000.00,,Retainage receivable 5%
JE-0137,2025-10-31,Retainage Withheld October 2025 - Stadium District Site & Infrastructure,RET-2025-10,1010,,90000.00,Reduce AR for retainage
JE-0138,2025-10-31,Cash Receipt October 2025 - UM Progress Payments,CASH-2025-10,1000,15003935.78,,Cash received from UM
JE-0138,2025-10-31,Cash Receipt October 2025 - UM Progress Payments,CASH-2025-10,1010,,15003935.78,Clear accounts receivable
JE-0139,2025-10-31,Construction Costs October 2025 - All Projects,COST-2025-10,5000,13999140.60,,Direct cost 5000
JE-0139,2025-10-31,Construction Costs October 2025 - All Projects,COST-2025-10,5010,1555216.57,,Direct cost 5010
JE-0139,2025-10-31,Construction Costs October 2025 - All Projects,COST-2025-10,5120,1360905.81,,Direct cost 5120
JE-0139,2025-10-31,Construction Costs October 2025 - All Projects,COST-2025-10,5130,972284.29,,Direct cost 5130
JE-0139,2025-10-31,Construction Costs October 2025 - All Projects,COST-2025-10,5200,777973.53,,Direct cost 5200
JE-0139,2025-10-31,Construction Costs October 2025 - All Projects,COST-2025-10,5230,271742.87,,Direct cost 5230
JE-0139,2025-10-31,Construction Costs October 2025 - All Projects,COST-2025-10,5300,389352.01,,Direct cost 5300
JE-0139,2025-10-31,Construction Costs October 2025 - All Projects,COST-2025-10,2000,,18360284.90,Accounts payable net of retainage
JE-0139,2025-10-31,Construction Costs October 2025 - All Projects,COST-2025-10,2010,,966330.78,Retainage payable to subs
JE-0140,2025-10-31,Subcontractor & Vendor Payments October 2025,PAY-2025-10,2000,14005528.85,,Pay subcontractors and vendors
JE-0140,2025-10-31,Subcontractor & Vendor Payments October 2025,PAY-2025-10,1000,,14005528.85,Cash paid
JE-0141,2025-10-31,Overhead & Indirect Costs October 2025,OH-2025-10,5310,436333.33,,Overhead 5310
JE-0141,2025-10-31,Overhead & Indirect Costs October 2025,OH-2025-10,5320,193916.67,,Overhead 5320
JE-0141,2025-10-31,Overhead & Indirect Costs October 2025,OH-2025-10,5330,145416.67,,Overhead 5330
JE-0141,2025-10-31,Overhead & Indirect Costs October 2025,OH-2025-10,5360,266666.67,,Overhead 5360
JE-0141,2025-10-31,Overhead & Indirect Costs October 2025,OH-2025-10,5410,73000.00,,Overhead 5410
JE-0141,2025-10-31,Overhead & Indirect Costs October 2025,OH-2025-10,5420,97000.00,,Overhead 5420
JE-0141,2025-10-31,Overhead & Indirect Costs October 2025,OH-2025-10,5440,72750.00,,Overhead 5440
JE-0141,2025-10-31,Overhead & Indirect Costs October 2025,OH-2025-10,2000,,1285083.34,AP - overhead costs
JE-0142,2025-11-30,Revenue Recognition November 2025 - Hard Rock Legacy Stadium,REV-2025-11,1010,16800000.00,,Accounts receivable billed to UM
JE-0142,2025-11-30,Revenue Recognition November 2025 - Hard Rock Legacy Stadium,REV-2025-11,4000,,16800000.00,Contract revenue - Hard Rock Legacy Stadium
JE-0143,2025-11-30,Retainage Withheld November 2025 - Hard Rock Legacy Stadium,RET-2025-11,1020,840000.00,,Retainage receivable 5%
JE-0143,2025-11-30,Retainage Withheld November 2025 - Hard Rock Legacy Stadium,RET-2025-11,1010,,840000.00,Reduce AR for retainage
JE-0144,2025-11-30,Revenue Recognition November 2025 - Hurricane Football Performance Center,REV-2025-11,1010,800000.00,,Accounts receivable billed to UM
JE-0144,2025-11-30,Revenue Recognition November 2025 - Hurricane Football Performance Center,REV-2025-11,4010,,800000.00,Contract revenue - Hurricane Football Performance Center
JE-0145,2025-11-30,Retainage Withheld November 2025 - Hurricane Football Performance Center,RET-2025-11,1020,40000.00,,Retainage receivable 5%
JE-0145,2025-11-30,Retainage Withheld November 2025 - Hurricane Football Performance Center,RET-2025-11,1010,,40000.00,Reduce AR for retainage
JE-0146,2025-11-30,Revenue Recognition November 2025 - Coral Gables Athlete Village,REV-2025-11,1010,500000.00,,Accounts receivable billed to UM
JE-0146,2025-11-30,Revenue Recognition November 2025 - Coral Gables Athlete Village,REV-2025-11,4020,,500000.00,Contract revenue - Coral Gables Athlete Village
JE-0147,2025-11-30,Retainage Withheld November 2025 - Coral Gables Athlete Village,RET-2025-11,1020,25000.00,,Retainage receivable 5%
JE-0147,2025-11-30,Retainage Withheld November 2025 - Coral Gables Athlete Village,RET-2025-11,1010,,25000.00,Reduce AR for retainage
JE-0148,2025-11-30,Revenue Recognition November 2025 - Hurricane Athletic Administration Tower,REV-2025-11,1010,550000.00,,Accounts receivable billed to UM
JE-0148,2025-11-30,Revenue Recognition November 2025 - Hurricane Athletic Administration Tower,REV-2025-11,4030,,550000.00,Contract revenue - Hurricane Athletic Administration Tower
JE-0149,2025-11-30,Retainage Withheld November 2025 - Hurricane Athletic Administration Tower,RET-2025-11,1020,27500.00,,Retainage receivable 5%
JE-0149,2025-11-30,Retainage Withheld November 2025 - Hurricane Athletic Administration Tower,RET-2025-11,1010,,27500.00,Reduce AR for retainage
JE-0150,2025-11-30,Revenue Recognition November 2025 - Stadium District Site & Infrastructure,REV-2025-11,1010,1200000.00,,Accounts receivable billed to UM
